  ARS_name        A4        B4        C4        D4        E4        F4        G4        H4        A5        B5        C5        D5        E5        F5        G5        H5        A6        B6        C6        D6        E6        F6        G6        H6        I6        J6        K6        L6        A7        B7        C7        D7        E7        F7        G7        H7        I7        J7        K7        L7      H7_c      I7_c      J7_c      K7_c      L7_c        A8        B8        C8        D8        E8        F8        I8        J8        K8        L8        M8        N8       A10       B10       C10       D10       E10       F10       G10       H10
  ARS417.5     0.260     0.362     0.554     0.712     0.241     0.464     0.622     0.717     0.524     0.647     0.493     0.629     0.345     0.651     0.264     0.599     0.589     0.358     0.806     0.696     0.491     0.679     0.579     0.362     0.323     0.824     0.761     0.822     0.255     0.368     0.624     0.752     0.305       NaN     0.222     0.384     0.829       NaN       NaN       NaN     0.384     0.832       NaN       NaN       NaN     0.405     0.564     0.821     0.914     0.734     0.813       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.656     0.705       NaN       NaN     0.685     0.760
    ARS418     1.187     1.154     1.157     1.170     1.054     1.124     1.159     1.055     1.357     1.467     1.357     1.345     1.241     1.298     1.449     1.361     1.171     1.132     0.859     1.127     0.911     1.117     2.183     1.481     1.110     2.370     1.419     0.994     1.087     1.051     1.106     1.117     1.084       NaN     1.108       NaN     1.085       NaN       NaN       NaN       NaN     1.089       NaN       NaN       NaN     1.998     1.336     1.116     1.997     1.339     0.981       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     1.014     1.029     1.041     1.002
    ARS419       NaN       NaN     0.813     0.905     0.705       NaN     0.872     0.967       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.292       NaN       NaN     0.461     0.738       NaN       NaN       NaN       NaN     0.840       NaN       NaN       NaN       NaN     0.929       NaN       NaN       NaN       NaN     0.932       NaN       NaN       NaN     0.212     0.587     0.915     0.509     0.710       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS420     0.022     0.095     0.121     0.380     0.084     0.117     0.207     0.658     0.092     0.220     0.080     0.318     0.031     0.253     0.020     0.208     0.107       NaN     0.330     0.310       NaN       NaN     0.052     0.035     0.028     0.258     0.390     0.612     0.025     0.088     0.163     0.425     0.079       NaN     0.078       NaN     0.778     0.216       NaN       NaN       NaN     0.781     0.216       NaN       NaN     0.017     0.094     0.283     0.270     0.379     0.693       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS421       NaN     0.146       NaN     0.546       NaN     0.173     0.220     0.935     0.138     0.227     0.133     0.281       NaN     0.252       NaN     0.199     0.169     0.146     0.454     0.350     0.151     0.325       NaN       NaN       NaN     0.231     0.521     0.789       NaN     0.109     0.159     0.573     0.143       NaN       NaN       NaN     1.065       NaN       NaN       NaN       NaN     1.069       NaN       NaN       NaN       NaN     0.096     0.331     0.171     0.446     0.884       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.336     0.593
    ARS422     0.012     0.080     0.104     0.544     0.060     0.103     0.290     0.945     0.067     0.178     0.061     0.228     0.027     0.216     0.013     0.161     0.103     0.083     0.310     0.305     0.110     0.258     0.033     0.020     0.016     0.208     0.594     0.796     0.011     0.071     0.117     0.540     0.070     0.029     0.048     0.026     0.910     0.172     0.386     0.334     0.026     0.913     0.172     0.448     0.355     0.010     0.107     0.370     0.197     0.562     0.863     0.103       NaN       NaN     0.271     0.156     0.221     0.042     0.147     0.174     0.478     0.080     0.246     0.317     0.640
  ARS422.5     0.012     0.080     0.045     0.134     0.060     0.103     0.098     0.205     0.067     0.178     0.061     0.228     0.027     0.216     0.013     0.161     0.103     0.083     0.310     0.305     0.110     0.258     0.028     0.020     0.016     0.081     0.087     0.170     0.011     0.071     0.057     0.130     0.070     0.029     0.048     0.026     0.229     0.172     0.386     0.334     0.026     0.230     0.172     0.448     0.355     0.012     0.048     0.141     0.197     0.092     0.152     0.103       NaN       NaN     0.271     0.156     0.221     0.042     0.147     0.174     0.478     0.080     0.246     0.317     0.640
    ARS423       NaN       NaN     0.049     0.441     0.051       NaN     0.211     0.798       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.016       NaN       NaN     0.193     0.461     0.642       NaN       NaN     0.068     0.463       NaN       NaN       NaN       NaN     0.928       NaN       NaN       NaN       NaN     0.932       NaN       NaN       NaN       NaN     0.057     0.259     0.141     0.359     0.683       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS425       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.027       NaN       NaN     0.148     0.403     0.570       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.172     0.389     0.633       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS426.5       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.075       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS427.5       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS428       NaN     1.478     1.167     1.136       NaN     1.458     1.208     0.963     1.325     1.562     1.347     1.437       NaN     1.261     1.537     1.506       NaN       NaN       NaN     1.201       NaN       NaN     2.113     1.479       NaN     2.548     1.383     1.048       NaN       NaN     1.161     1.105       NaN       NaN       NaN       NaN     1.113       NaN       NaN       NaN       NaN     1.117       NaN       NaN       NaN     1.831     1.317     1.134     1.851     1.192     1.002       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS429       NaN       NaN     0.726     0.791       NaN       NaN     0.701     0.732       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.112     0.108       NaN     0.306     0.644     0.898       NaN       NaN     0.753     0.791       NaN       NaN       NaN       NaN     0.854       NaN       NaN       NaN       NaN     0.857       NaN       NaN       NaN     0.083     0.491     1.032     0.326     0.656       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS429.5       NaN       NaN     0.726     0.791       NaN       NaN     0.046     0.040       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.112     0.108       NaN     0.306     0.644     0.898       NaN       NaN     0.753     0.791       NaN       NaN       NaN       NaN     0.854       NaN       NaN       NaN       NaN     0.857       NaN       NaN       NaN     0.083     0.491     1.032     0.326     0.656       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS430     0.386     0.443     0.759     0.811     0.487     0.544     0.715     0.795     0.578     0.579     0.627     0.559     0.442     0.650     0.350     0.537     0.674     0.431     0.819     0.644     0.466     0.646     0.659     0.477     0.442     0.681     0.825     0.750     0.350     0.387     0.736     0.718     0.433       NaN     0.327     0.511     0.849       NaN     0.586       NaN     0.511     0.852       NaN     0.681       NaN     0.389     0.599     0.845     0.571     0.785     0.775       NaN       NaN       NaN     0.674       NaN       NaN       NaN     0.581     0.884     0.799       NaN       NaN     0.883     0.874
  ARS430.5     0.386     0.016     0.023     0.076     0.487     0.031     0.050     0.169     0.578     0.019     0.627     0.028     0.442     0.650     0.350     0.027     0.674     0.431     0.819     0.068     0.466     0.646     0.012     0.477     0.442     0.018     0.068     0.118     0.350     0.387     0.027     0.073     0.433       NaN     0.327     0.511     0.143       NaN     0.586       NaN     0.511     0.144       NaN     0.681       NaN     0.389     0.016     0.074     0.017     0.071     0.159       NaN       NaN       NaN     0.674       NaN       NaN       NaN     0.581     0.884     0.799       NaN       NaN     0.883     0.874
    ARS431     0.047     0.152     0.289     0.612     0.102     0.180     0.457     0.839     0.243     0.305     0.254     0.363     0.087     0.340     0.033     0.251     0.312     0.196     0.793     0.447     0.252     0.441     0.146     0.083     0.071     0.348     0.593     0.768     0.057     0.136     0.365     0.627     0.169     0.063     0.109     0.113     0.866     0.427     0.400     0.376     0.113     0.869     0.427     0.465     0.400     0.033     0.202     0.537     0.222     0.482     0.771     0.240       NaN       NaN     0.351       NaN     0.314     0.129     0.217     0.367     0.492       NaN     0.299     0.404     0.638
  ARS431.5     0.047     0.152     0.289     0.223     0.102     0.180     0.088     0.446     0.243     0.127     0.254     0.134     0.087     0.151     0.033     0.096     0.312     0.196     0.251     0.188     0.252     0.199     0.146     0.083     0.071     0.108     0.184     0.363     0.057     0.136     0.365     0.276     0.169     0.063     0.109     0.113     0.706     0.427     0.414     0.404     0.113     0.709     0.427     0.481     0.429     0.033     0.202     0.111     0.064     0.127     0.384     0.240       NaN       NaN     0.351       NaN     0.314     0.129     0.217     0.367     0.285       NaN     0.299     0.404     0.384
  ARS431.7     0.047     0.008     0.009     0.014     0.102     0.010     0.010     0.025     0.007     0.007     0.007     0.363     0.087     0.017     0.033     0.010     0.010     0.018     0.064     0.013     0.252     0.020     0.011     0.009     0.005     0.348     0.015     0.017     0.004     0.005     0.005     0.009     0.169     0.063     0.109     0.113     0.016     0.427     0.400     0.376     0.113     0.016     0.427     0.465     0.400     0.003     0.202     0.010     0.222     0.482     0.771     0.240       NaN       NaN     0.351       NaN     0.314     0.129     0.217     0.367     0.492       NaN     0.299     0.404     0.638
    ARS432       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS432.5       NaN       NaN       NaN     1.092       NaN       NaN     1.093     0.980       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     1.587       NaN       NaN     1.549     1.261     1.121       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     1.405     1.348       NaN     1.790     1.331     1.145       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS433       NaN       NaN     0.159     0.439       NaN       NaN     0.255     0.727       NaN     0.127       NaN     0.179       NaN     0.184       NaN     0.130     0.193       NaN       NaN       NaN     0.178       NaN       NaN       NaN       NaN     0.110     0.388     0.608       NaN       NaN     0.156     0.401       NaN       NaN       NaN       NaN     0.706       NaN     0.337       NaN       NaN     0.709       NaN     0.391       NaN       NaN     0.119     0.329     0.115     0.336     0.715       NaN       NaN       NaN     0.334       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.324       NaN
    ARS434     0.006     0.039     0.029     0.252     0.022     0.059     0.109     0.555     0.028     0.094     0.027     0.100     0.015     0.109     0.008     0.068     0.046     0.039     0.182     0.127     0.050     0.115     0.014     0.011     0.008     0.087     0.245     0.399     0.005     0.033     0.042     0.259     0.029     0.020     0.017     0.010     0.493     0.077     0.462     0.366     0.010     0.494     0.077     0.537     0.389     0.004     0.025     0.140     0.084     0.241     0.506       NaN       NaN       NaN       NaN       NaN       NaN     0.031       NaN     0.070     0.215       NaN       NaN     0.117     0.346
    ARS435     0.026     0.108     0.221     0.643     0.096     0.178     0.427     0.981     0.180     0.304     0.165     0.372     0.063     0.321     0.030     0.254     0.265     0.154     0.712     0.445     0.207     0.427     0.080     0.046     0.035     0.338     0.771     0.832     0.031     0.102     0.247     0.632     0.124       NaN     0.079     0.064     1.020       NaN     0.361     0.318     0.064     1.024       NaN     0.420     0.339     0.025     0.210     0.562     0.270     0.638     0.933       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.288     0.494     0.121     0.290     0.391     0.633
    ARS437       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.375     0.733     0.916       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.047     0.316     0.714     0.422     0.761     1.046       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.575       NaN       NaN       NaN     0.708
  ARS439.5       NaN     0.024     0.046     0.243     0.026     0.049     0.150     0.416     0.017     0.039     0.012     0.078       NaN     0.060     0.006     0.038     0.040     0.040     0.154     0.109     0.054     0.113     0.013     0.009       NaN     0.048     0.268     0.451     0.005     0.019     0.058     0.283     0.039       NaN     0.024     0.007     0.575       NaN     0.454     0.342     0.007     0.577       NaN     0.527     0.364     0.005     0.042     0.209     0.029     0.209     0.528       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.069     0.264       NaN       NaN     0.181     0.451
    ARS440     0.007     0.053     0.042     0.396     0.033     0.074     0.148     0.768     0.031     0.120     0.023     0.136     0.018     0.130     0.007     0.105     0.059     0.040     0.213     0.188     0.065     0.158     0.017     0.012     0.008     0.128     0.362     0.653     0.006     0.047     0.050     0.399     0.039       NaN     0.023     0.011     0.862     0.096     0.456     0.373     0.011     0.866     0.096     0.530     0.396     0.005     0.038     0.190     0.107     0.367     0.742       NaN       NaN       NaN     0.167       NaN       NaN       NaN     0.092     0.069     0.291       NaN       NaN     0.122     0.469
    ARS441       NaN     0.081     0.048     0.320     0.029     0.095     0.106     0.540     0.051     0.160     0.031     0.211       NaN     0.192     0.010     0.147     0.064     0.071       NaN     0.285     0.127       NaN       NaN     0.015     0.013     0.170       NaN     0.610       NaN     0.077     0.063     0.420     0.057       NaN       NaN       NaN     0.749       NaN       NaN       NaN       NaN     0.752       NaN       NaN       NaN     0.006       NaN       NaN     0.192       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS442     0.084     0.248     0.385     0.772     0.122     0.251     0.498     0.978     0.369     0.609     0.361     0.679     0.092     0.545     0.062     0.514     0.447     0.244     0.882     0.669     0.390     0.685       NaN     0.162     0.134       NaN       NaN       NaN     0.108     0.279     0.471     0.831     0.253       NaN     0.127     0.188     1.082       NaN       NaN       NaN     0.188     1.087       NaN       NaN       NaN       NaN       NaN     0.775       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.477     0.741       NaN       NaN     0.470     0.808
    ARS446     0.007     0.049     0.026     0.274     0.020     0.076     0.067     0.528     0.027     0.121     0.021     0.158       NaN     0.177     0.007     0.122     0.037     0.039     0.115     0.190     0.049     0.144       NaN     0.009     0.008     0.115     0.282     0.547     0.005     0.045     0.031     0.311     0.026       NaN     0.019       NaN     0.753       NaN     0.541       NaN       NaN     0.756       NaN     0.629       NaN     0.005     0.018     0.085     0.140     0.302     0.671       NaN       NaN       NaN       NaN       NaN       NaN     0.076       NaN       NaN     0.294       NaN       NaN       NaN     0.442
    ARS447       NaN       NaN       NaN     0.447     0.044       NaN     0.205     0.744       NaN     0.242     0.128     0.226     0.061     0.266       NaN     0.199       NaN     0.095       NaN       NaN       NaN       NaN     0.105       NaN     0.045     0.270     0.443     0.633     0.031       NaN     0.098     0.430       NaN       NaN       NaN     0.081     0.844       NaN     0.672       NaN       NaN       NaN       NaN       NaN       NaN     0.043     0.112     0.282     0.271     0.460     0.770       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.210     0.212     0.440       NaN       NaN     0.307     0.591
    ARS502       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS503       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS504       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.011       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS504.2       NaN       NaN     0.012     0.059       NaN       NaN     0.018     0.154     0.018       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.069       NaN       NaN       NaN       NaN     0.224       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.005       NaN       NaN     0.011       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS507       NaN       NaN     1.037     0.895       NaN       NaN     0.895     0.760     0.805     0.781     0.858     0.775       NaN       NaN     0.475     0.694       NaN       NaN       NaN       NaN       NaN       NaN     0.915     0.640       NaN     0.869     0.750     0.805       NaN       NaN     0.937     0.808       NaN       NaN       NaN     0.605     0.784     1.007       NaN     0.748     0.605     0.787     1.007       NaN     0.796     0.601     0.845     0.875     0.763     0.761     0.718     0.870       NaN       NaN     0.816       NaN     0.776     0.711     0.670     1.043     0.962     0.770     0.770     1.066     0.955
    ARS508     1.352     1.403     1.236     1.302     1.242     1.391     1.336     1.318     1.443     1.645     1.388     1.547     1.447     1.495     1.591     1.627     1.270     1.365     1.111     1.286     1.307     1.328     2.163     1.511     1.198     2.703     1.631     1.206     1.196     1.292     1.145     1.254     1.299     1.158     1.239     1.085     1.188     1.007     0.960     1.028     1.085     1.193     1.007     1.116     1.094     2.308     1.435     1.127     2.661     1.659     1.268     1.150     1.082       NaN     1.197     1.118     1.133     1.152     1.198     1.113     1.211     1.083     1.144     1.078     1.144
    ARS510     1.182     1.173     1.218     1.111     1.033     0.984     1.166     1.042     1.040     0.813     1.059     0.816     0.960     0.781     0.929     0.662     1.105     0.989     0.779     0.933     0.686     1.006     1.617     1.445     1.213     1.095     1.204     1.050     1.162     1.105     1.168     1.122     1.032       NaN     1.007     1.106     0.995     1.131     1.033     0.919     1.106     0.998     1.131     1.201     0.977     1.479     1.350     1.186     1.005     1.184     1.069     1.202       NaN       NaN     1.123       NaN     1.062     1.180     1.085     1.242     1.114       NaN     0.965     1.223     1.074
    ARS511     0.957     1.117     1.145     1.272     0.825     0.982     1.174     1.349     1.130     1.356     1.150     1.308     1.064     1.291     1.156     1.287     1.060     1.052     1.370     1.147     1.235     1.100     1.720     1.159     0.978     2.133     1.644     1.308     0.870     0.993     1.080     1.244     0.994       NaN     0.776     0.876     1.108       NaN     0.822     0.817     0.876     1.113       NaN     0.956     0.869     1.680     1.272     1.085     2.231     1.590     1.285     1.021       NaN       NaN     1.076       NaN       NaN     0.924     1.015     1.006     1.086       NaN       NaN     1.032     1.070
  ARS511.5     0.047     0.027     0.088     0.049     0.825     0.025     0.078     0.055     0.029     1.356     0.031     1.308     1.064     1.291     1.156     1.287     1.060     1.052     1.370     1.147     1.235     1.100     0.027     0.032     0.031     0.029     0.056     0.066     0.038     0.016     0.100     0.056     0.994       NaN     0.776     0.876     0.036       NaN     0.822     0.817     0.876     0.037       NaN     0.956     0.869     0.014     0.067     0.092     0.021     0.048     0.054     1.021       NaN       NaN     1.076       NaN       NaN     0.924     1.015     1.006     1.086       NaN       NaN     1.032     1.070
    ARS512     0.038     0.064     0.162     0.191     0.063     0.088     0.199     0.293     0.107     0.122     0.106     0.161     0.057     0.169     0.036     0.141     0.180     0.068     0.368     0.237     0.147     0.224     0.077     0.067     0.057     0.146     0.206     0.286     0.044     0.067     0.197     0.237     0.064       NaN     0.033     0.067     0.243     0.162     0.192     0.199     0.067     0.244     0.162     0.223     0.212     0.046     0.120     0.304     0.166     0.211     0.271       NaN     0.289       NaN     0.243       NaN       NaN       NaN     0.115     0.270     0.277       NaN       NaN     0.313     0.340
  ARS513.5       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.294       NaN       NaN       NaN       NaN       NaN       NaN     0.013       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.018       NaN     0.034     0.135       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS513.7       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.088       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.022     0.097       NaN     0.082       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS514       NaN       NaN     0.766     1.031       NaN       NaN     0.913     1.180       NaN     0.614       NaN       NaN       NaN       NaN     0.311     0.587       NaN       NaN       NaN       NaN       NaN       NaN     0.607     0.409       NaN     0.890     1.159       NaN       NaN       NaN     0.762     1.000       NaN       NaN       NaN       NaN     1.112       NaN       NaN       NaN       NaN     1.116       NaN       NaN       NaN     0.416     0.761     0.945     0.867     1.169     1.163       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.773       NaN       NaN       NaN       NaN
  ARS514.5       NaN       NaN     0.766     1.031       NaN       NaN     0.913     1.180       NaN     0.614       NaN       NaN       NaN       NaN     0.311     0.587       NaN       NaN       NaN       NaN       NaN       NaN     0.607     0.409       NaN     0.890     1.159       NaN       NaN       NaN     0.762     1.000       NaN       NaN       NaN       NaN     1.112       NaN     0.317       NaN       NaN     1.116       NaN     0.369       NaN     0.416     0.761     0.945     0.867     1.169     1.163       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.773       NaN       NaN       NaN       NaN
    ARS516       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     1.571       NaN       NaN     1.701     1.470       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.808       NaN     0.964     0.743     0.697     0.808       NaN     0.964     0.864     0.741     1.231       NaN       NaN     1.855     1.469       NaN     0.917     0.683     0.914     0.914     0.777     0.883     0.844     0.783     0.952     0.955     0.827     0.846     0.958     0.962
    ARS517     0.147     0.257     0.742     0.811     0.369     0.306     0.789     0.811     0.283     0.288     0.285     0.361     0.157     0.331     0.089     0.260     0.420     0.286     0.656     0.455     0.267     0.449     0.213     0.148     0.148     0.313     0.623     0.656     0.125     0.167     0.619     0.675     0.355     0.172     0.297     0.202     0.729     0.506     0.351     0.399     0.202     0.732     0.506     0.408     0.425     0.098     0.460     0.703     0.236     0.479     0.613     0.435       NaN       NaN     0.476       NaN     0.426     0.284     0.308     0.648     0.692     0.444     0.482     0.770     0.773
    ARS518       NaN       NaN       NaN     0.878       NaN       NaN     0.878     0.838       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.579       NaN       NaN     0.599     1.044     0.942       NaN       NaN       NaN     0.871       NaN       NaN       NaN       NaN     0.926       NaN       NaN       NaN       NaN     0.930       NaN       NaN       NaN     0.349     0.983     1.165     0.681     0.989     1.036       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS519       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS520       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS521     0.006     0.024     0.044     0.087     0.018     0.034     0.067     0.130     0.016     0.036     0.014     0.045     0.022     0.040       NaN     0.030     0.026     0.021     0.127     0.043     0.034     0.046     0.011     0.009       NaN     0.037     0.053     0.094     0.004     0.015     0.049     0.089     0.017       NaN     0.010     0.006     0.138       NaN       NaN       NaN     0.006     0.138       NaN       NaN       NaN     0.004     0.014     0.075     0.027     0.052     0.097       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     0.133     0.130     0.108
