  ARS_name        A4        B4        C4        D4        E4        F4        G4        H4        A5        B5        C5        D5        E5        F5        G5        H5        A6        B6        C6        D6        E6        F6        G6        H6        I6        J6        K6        L6        A7        B7        C7        D7        E7        F7        G7        H7        I7        J7        K7        L7      H7_c      I7_c      J7_c      K7_c      L7_c        A8        B8        C8        D8        E8        F8        I8        J8        K8        L8        M8        N8       A10       B10       C10       D10       E10       F10       G10       H10
    ARS718      7440      6479      4185      3131      6758      7533      2573      2418      5766      4030      5146      5518      8401      6231      5549      4991      7936      8184      8091      7657      9300      8680      1209      3379       NaN       992      1209      2573      8897      7843      4526      3255      7378     21173      9114     11501      3627     20119     12152     17670     11501      3627     20119     12152     17670      1364      1426      2635      1054      1302      2325     15128       NaN       NaN     12989       NaN     20150     17825     13237     12307     10075       NaN     19158     12710     10230
    ARS719      6045      5735      4774      3007      7440      5921      2821      2387      5704      3503      5580      5549      8122      5797      5673      5177      7657      8215      7347      7719     10075      9486      1302      2635      6913      1085      1395      2232      8370      6727      4774      2852      7781       NaN     11532     11935      3069     22537     14105     18972     11935      3069     22537     14105     18972      1457      1674      2542      1085      1395      1953     18972       NaN       NaN     16678       NaN       NaN       NaN     16058     14632     10850       NaN       NaN     18414     11749
    ARS720      6727      5456      4278      3069      8556      7471      3162      2852      5115      3286      4867      4278      8649      5301      4991      4185      8339      8649      7409      8122      9517      9362      1178      2821      7192      1054      1457      2883      8711      7502      4898      3937      8866       NaN     12431     12121      4030     18166     17019       NaN     12121      4030     18166     17019       NaN      1426      2294      3472      1271      1612      2604       NaN       NaN       NaN     16306       NaN       NaN       NaN     16182     14787     11501       NaN       NaN     16244     11346
    ARS721       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       744       NaN       868       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS722       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS724.5       NaN      1767      2139      2542      2418      2108      1581      2170      1736      1922       651      2139      2201      3193       NaN       682       NaN      2852      3131      5580      2666      5921       NaN       NaN       NaN       NaN      1116      2046       NaN      5983      3162      2852      7843       NaN     22258       NaN      2945       NaN      6169      8897       NaN      2945       NaN      6169      8897       NaN       992      1705       NaN      1302      1953       NaN       NaN       NaN       NaN       NaN       NaN       NaN      8866      9765      9176       NaN      7781      6603      8587
    ARS726       NaN       NaN      2263      2108       NaN      1054      1426      1488      1085      1054       NaN       NaN       NaN      1054       NaN      1364       NaN       NaN       NaN       NaN       NaN       NaN       806       NaN       NaN       837       775      1333       NaN       NaN      2418      2077       558       NaN       NaN       NaN      2201       NaN       NaN       NaN       NaN      2201       NaN       NaN       NaN       775       806      1054       961       868      1302       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS727       NaN       NaN      3224      2759      3379       NaN      2294      2449      4774      4123      4340      4340       NaN       NaN      4340      4247       NaN       NaN       NaN       NaN       NaN       NaN      1364      3782       NaN      1209      1085      2356       NaN       NaN      3720      3038       NaN       NaN       NaN       NaN      3379       NaN       NaN       NaN       NaN      3379       NaN       NaN       NaN      1395      1333      2170      1240      1364      2201       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS728       NaN       NaN      3038      2728       NaN       NaN      2170      2108      4743      4371      4743      4836       NaN      5239      4588      4588       NaN       NaN       NaN       NaN       NaN       NaN      1426      3348      5611      1178      1085      2139       NaN       NaN      3441      2821       NaN       NaN       NaN       NaN      2976       NaN       NaN       NaN       NaN      2976       NaN       NaN       NaN      1581      1364      2015      1519      1209      2046       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS729       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1240       NaN       NaN       992      1054       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     11067       NaN     16120     11036     13299     11067       NaN     16120     11036     13299      1395      1116       NaN       806       961       NaN     16585       NaN       NaN     13330     31837     18011     13919     12059     11625      8897     21235     13950     11966      9300
    ARS731      7998      4836      3999      3224      8866      6107      3348      2604      4526      3999      4805      4588      7347      5022      4774      4557      7781      7502      6913      6944      9579      8990      1271      3286      6541      1054      1271      2480      8711      6417      4588      3286      7719     18693      9982     11377      3751     19158     12524     18445     11377      3751     19158     12524     18445      1302      1674      3317      1085      1333      2201     17515     27218       NaN     13330       NaN     17887     16926     13020     12245      9083     23281     17670     15624     10385
  ARS731.5      8308      7192      6169      4402      8866      8029      5549      3782      5797      3689      5983      5921      7347      6541      5735      4743      8463      8742      7254      8246      9579      8897      1240      3131      8215      1085      1705      3937      9145      7936      5611      4154      9083     18693      9982     11377      5053     19158     12524     18445     11377      5053     19158     12524     18445      1612      3348      5239      1612      2170      3813     17515     27218       NaN     13330       NaN     17887     16926     13020     12245      9083     23281     17670     15624     10385
    ARS732       NaN       NaN      1891      1674       NaN      3782      1302      1581       NaN       NaN       NaN      1023       NaN       NaN       NaN       NaN       155       NaN      7564      4774       NaN      3782       NaN       NaN       NaN       713       713      1488       NaN       NaN      1860      2294       NaN       NaN       NaN       NaN      2418       NaN       NaN     13423       NaN      2418       NaN       NaN     13423       NaN       713       992       651       744      1457       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2883     10540       NaN       NaN      3782      9114
    ARS733      7254      6355      2263      2139      2418      7595      1426      1674      4402      4433      3286      4991      8308      6448       NaN      6014      7626      9765      9269      8618      9982      9207      1674      5456      8587      1209       775      1581     10509      8928      2511      2387      9300      5921     10478     12679      2201       NaN     16647     16523     12679      2201       NaN     16647     16523      1519      1023      1519      1922      1209      1550       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     14508     11129       NaN       NaN      9951     10292
    ARS734      5735      4960      2170      2325      2449       NaN      1643      1984       NaN       NaN      3875      4154       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1333       NaN       NaN       992      1085      2015       NaN       NaN      3441      2883       NaN       NaN       NaN       NaN      2666       NaN       NaN       NaN       NaN      2666       NaN       NaN       NaN      1798      1178      1550      1736      1612      1953       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS735       NaN       NaN       NaN       NaN       NaN       NaN      1953       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       217       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS735.5      3069      4278      2170      2201      2976      8246      1209      1736      3720      3968      3596      4681       NaN      6913       558      6262      7657       NaN       NaN      8153       NaN      8742       992      2573       744      1085       806      1767       NaN      8897      2263      2201       NaN       NaN       NaN       NaN      2015       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1426      1457      1519      1922      1426      1860       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     11842       NaN       NaN       NaN      9269
   ARS131a       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
   ARS131n       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS802       NaN       NaN       NaN      1643       NaN       NaN      1488      1426       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       930      1457       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1736       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1116      1302       NaN      1054      1178       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS804      6944      5983      2263      2387      2790      7006      1643      2170      3627      3689      3410      3379      5859      4774      2883      3565      5425      8091      5642      5828      6572      6200      1426      4123      5673      1116       930      1922     10230      7564      2294      2573      5828       NaN      6789       NaN      2604       NaN      7657       NaN       NaN      2604       NaN      7657       NaN       992       868      1395      1209      1023      1767       NaN       NaN       NaN       NaN       NaN       NaN      2790       NaN       NaN      7440       NaN       NaN      6169      7099
    ARS805      5704      4898      2821      2356      4185      5208      1612      1767      3410      2914      3534      3286      5611      3937      3100      3410      5642      7192      5797      5270      7502      6231       961      2635      6820       868       775      1922      8897      7099      2852      2480      7626       NaN      9238     10943      2449     16864      8866     14415     10943      2449     16864      8866     14415      1426      1116      1767      1488      1023      1860     16771       NaN       NaN     15035       NaN       NaN     15593     14570     11532      8525       NaN       NaN      9641      8897
  ARS805.5      5704      4898      2821      2356      4185      5208      1612      1767      3410      2914      3534      3286      5611      3937      3100      3410      5642      7192      5797      5270      7502      6231       961      2635      6820       868       775      1922      8897      7099      2852      2480      7626       NaN      9238     10943      2449     16864      8866     14415     10943      2449     16864      8866     14415      1426      1116      1767      1488      1023      1860     16771       NaN       NaN     15035       NaN       NaN     15593     14570     11532      8525       NaN       NaN      9641      8897
  ARS805.7      5704      4898      2821      2356      4185      5208      1612      1767      3410      2914      3534      3286      5611      3937      3100      3410      5642      7192      5797      5270      7502      6231       961      2635      6820       868       775      1922      8897      7099      2852      2480      7626       NaN      9238     10013      2449     16864     12803     14415     10013      2449     16864     12803     14415      1426      1116      1767      1488      1023      1860     16771       NaN       NaN     15035       NaN       NaN     15593     14043     14043     10819       NaN       NaN     14074     10447
    ARS807       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      7657       NaN       NaN       NaN      7905
