  ARS_name        A4        B4        C4        D4        E4        F4        G4        H4        A5        B5        C5        D5        E5        F5        G5        H5        A6        B6        C6        D6        E6        F6        G6        H6        I6        J6        K6        L6        A7        B7        C7        D7        E7        F7        G7        H7        I7        J7        K7        L7      H7_c      I7_c      J7_c      K7_c      L7_c        A8        B8        C8        D8        E8        F8        I8        J8        K8        L8        M8        N8       A10       B10       C10       D10       E10       F10       G10       H10
    ARS320       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       620       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1240       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS304       NaN       NaN       NaN      1085       NaN       NaN       NaN      1457       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2139       NaN       NaN      1457      2294      1519       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1426      2108      2263       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS305       NaN      6572      4712      3937       NaN       NaN      5115      3813      5301      4681      5363      5239      9548      5921      5270      5084      8463      8587      7099      8029      8866      8959      1364      3782      7874      1302      2077      3720       NaN      7967      5053      4061      8711       NaN       NaN       NaN      4743       NaN       NaN       NaN       NaN      4743       NaN       NaN       NaN      1643      3689      4805      1395      2542      3534       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS306      6820      5363      4526      3565     10261      7161      4185      3286      5022      3875      5301      5332      8463      5642      5146      5053      7409      8277      6758      7068      8277      8370      1519      3224      6107      1271      1984      3968      7626      6944      5301      4185      7440       NaN     10292     12741      4836       NaN     12183     15872     12741      4836       NaN     12183     15872      2046      3534      4898      1457      2077      3565     16492       NaN       NaN     14570       NaN     17856     18104     14756     13082      8773       NaN       NaN     17856     11315
    ARS307       NaN      4588      4247      2914       NaN       NaN      2914      2418       NaN      4526       NaN      4960       NaN       NaN       NaN      4588       NaN       NaN       NaN       NaN       NaN       NaN      1271      2914       NaN      1054      1364      2697       NaN       NaN      4557      3410       NaN       NaN       NaN       NaN      3720       NaN       NaN       NaN       NaN      3720       NaN       NaN       NaN      1736      2201      3286      1333      1612      2294       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS308       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2325       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1674       NaN       NaN      1395      1457      2294       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      3131      1767      2573       930      1643      2201       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS309      6107      3906      2945      2697      4092      6138      2170      2170      3720      3038      3658      3286      6448      3813      4774      3565      7223      7998      7223      6541      8246      7502       930      2604      6014       806       992      2325      6882      6138      3441      2883      6944       NaN      9176      9641      2945       NaN     12338       NaN      9641      2945       NaN     12338       NaN      1085      1271      2263      1147      1240      2170       NaN       NaN       NaN     13392       NaN       NaN       NaN     14198     11625      8029       NaN       NaN     10478      8153
    ARS310       NaN       NaN      3100      2325       NaN       NaN      1829      1829       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1302       NaN       NaN      1116      1085      2387       NaN       NaN       NaN      2945       NaN       NaN       NaN       NaN      3038       NaN       NaN       NaN       NaN      3038       NaN       NaN       NaN      1364      1426      2325      1209      1240      2077       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS313      1178       NaN      1550      1705       NaN       NaN      1209      1674      3410       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       620       NaN      1023      1023       775      1302       NaN       NaN      1736      1953       NaN       NaN       NaN       NaN      2232       NaN       NaN       NaN       NaN      2232       NaN       NaN       NaN       NaN       744       775      1178       837      1209       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS314       NaN       NaN      2201      2232       NaN       NaN      1705      1922       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1426       NaN       NaN      1488       992      1643       NaN       NaN      1953      2046       NaN       NaN       NaN       NaN      2170       NaN       NaN       NaN       NaN      2170       NaN       NaN       NaN       NaN      1147      1147      1209      1085      1395       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS314.5       NaN       NaN      2077      1457       NaN       NaN      1984      2015       NaN       NaN      2480       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1116       NaN       NaN       NaN      1333      5208       NaN       930      3596      2294       NaN       NaN      6324      3782       NaN       NaN       NaN       NaN      2015       NaN       NaN       NaN       NaN      2015       NaN       NaN       NaN      1674      1147      1147       527      4278      1054       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2263       NaN       NaN       NaN       NaN       NaN       NaN
    ARS315     10416      8835      4371      3689      7564      9486      3131      2883      4216      3906      4092      4030     11160      7409      4619      3937      8401     10478     10137      8649     11749     10354      1333      3999      8649      1209      1240      2821     10168      8866      5456      3720      9672       NaN     12028     12090      3813     16275     16988     18135     12090      3813     16275     16988     18135      1085      1395      2759       930      1209      2635     19654       NaN       NaN     16740       NaN       NaN     19375     16771     15903     11842       NaN     19468     13423     11315
    ARS316       NaN      6479      1984      1798      2015      6479      1488      1674      3131      2883      2728      2759      3503      3193      3317      2852      6479      4557      6727      6913       NaN      7006      1023      4433       NaN       961       806      1116       NaN       NaN      2232      1860       NaN       NaN       NaN     14322      1922       NaN       NaN       NaN     14322      1922       NaN       NaN       NaN      1240       868      1023       961       837      1023       NaN       NaN       NaN     16430       961       NaN     18631       NaN     14291      8525      5270       NaN      7378      7688
    ARS317       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       558       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS318       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1240       NaN       NaN       NaN       NaN       NaN       NaN        93       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS319       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS400       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS403       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS402.5      1054       NaN       NaN      1302      1054       NaN      1054      1674      1736       NaN       NaN       NaN       NaN      3379       NaN       NaN      1271      5580      5673       NaN       NaN       NaN       992      9703      1147       868      1426      1705      4960       NaN       NaN      2418       NaN      3441       NaN       NaN      2666       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1085       NaN       961      2604      3875      1395       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS404       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS405      7316      6355      2294      2294      3255      8680      1457      1984      4278      4340      5270      4929       NaN      3844      1829      5146      6758     11315      8928      7564     12338      7130      1581      6324      7967      1147       930      1798     11253      7657      1860      2263      8587       NaN     11966     11749      2387       NaN     11594     13237     11749      2387       NaN     11594     13237      3193       961      1240       930      1240      1798       NaN       NaN       NaN       NaN       NaN       NaN       NaN     15221     13299     10044       NaN       NaN      7378      9362
  ARS405.5      7316      2356      3968      1953      3255      3751      1302      1364      1395       496      2604      2883       NaN      3844       496      1426      6758     11315      8928      7564      1674      7130      1674      4154      7967      2232       930      1147     11253      7595      2077      2232      8587       NaN      1023     11749       124       NaN     11594     13237     11749       124       NaN     11594     13237      1085      1240      1333      1581      1829       868       NaN       NaN       NaN       NaN       NaN      2015       NaN     15221     13299       527       NaN       NaN      1984      9362
    ARS406       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1271       NaN       NaN       NaN       868      1674       NaN       NaN       NaN       NaN       NaN       NaN       NaN     11656       NaN       NaN       NaN       NaN     11656       NaN       NaN       NaN       NaN       NaN       930      1488       NaN      1054      1488       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     11625       NaN       NaN     10447      9486
    ARS407       NaN       NaN      2294      2325      1612       NaN       NaN      1767      5301      4650      4247      5642       NaN      5053       NaN      4774      2046       620      7037      1953       NaN      1116       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      4774       NaN       NaN       NaN      2418       NaN       NaN       NaN       NaN      2418       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS408       NaN      3844      2573      2263      6045      6107      1736      1953      3379      4867      3658      4526     15159      7316      2046      4619      7068      8463     14446      7781     13888      7037      1581      4898      4898      1581      1147      1767     12121      9145      2263      2418     12276     11439      6231     14198      2542       NaN     13578     17236     14198      2542       NaN     13578     17236      2635       961      1333      1457      1209      1488       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     10974     11160       NaN       NaN     10478     10757
    ARS409     10974      8463      2852      2139      4247      9455      1581      1798      4526      3658      4123      3596      6293      5146      2201      4588      7161      9300      8618      8184     10261      9517      1519      4185      9579      1333      1116      1891     11718      9269      3193      2511      9951       NaN     13082     12524      2325       NaN       NaN       NaN     12524      2325       NaN       NaN       NaN      1364       992      1426      1550      1612      1860       NaN       NaN       NaN     18414       NaN       NaN       NaN     18538     13950     11222       NaN       NaN     10385     10912
  ARS409.3      3441      8463      2852      2139      4247      9455      2356      1798      4526      3565      3286      1581      6293      5146      4526      4588      7161      9300      8618      8184     10261      1488      2418      4185      9579      1333       868      2325     11718      9269      3193      2511      9951       NaN     13082     12524      2325       NaN       NaN       NaN     12524      2325       NaN       NaN       NaN      1829       961      1612      2635      1426      1705       NaN       NaN       NaN     18414       NaN       NaN       NaN     18538     13950     11222       NaN       NaN     10385     10912
  ARS409.5     10974      1674      2852      1922      4247      9455      1426      1612      4526      3658      1085      2511      6293      5146      1240      4588      7161      9300      8618      8184     10261      9517      1643      4185        93      1023       837      1767     11718      9269      3193      2201      9951       NaN     13082     12524      2108       NaN       NaN       NaN     12524      2108       NaN       NaN       NaN      1364      1116      1395      1395      1240      1612       NaN       NaN       NaN     18414       NaN       NaN       NaN     18538     13950     11222       NaN       NaN     10385     10912
    ARS410      4867      6572      1767      2170      4433      7905      1302      1798      4557      4278      2325      4619      8401      5704      4154      4929      5611      6913      7440      6634      7471      7378      2263      4278      4371      1271       837      1519     12307      8215      1798      2201      7564       NaN     12245     11904      2418       NaN     14167     15965     11904      2418       NaN     14167     15965      2418       806      1085      1116       899      1581       NaN       NaN       NaN     15779       NaN       NaN       NaN       NaN      9455      7657       NaN       NaN      5642      7161
    ARS412       NaN      6851      2139      2232      3534      5239      1674      1922      4185      3751      3751      5518       NaN      6603       NaN      4092      6355       NaN       NaN      7006       NaN       NaN      1085      3813      4836      1054       930      1829       NaN      8525      2201      2325       NaN       NaN      1798       NaN      2449       NaN       NaN       NaN       NaN      2449       NaN       NaN       NaN      1550       992      1395      1395      1054      1767       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS413      5084      4464      3720      3224      4898      7533      2542      2821      4526      4247      4526      6603      9021      7440      4526      4464      7812      9765      9517      8060      9920      9455      1519      3193      7254      1178      1457      2449      8711      7502      4960      3565      8029       NaN      9982     10137      3503       NaN       NaN       NaN     10137      3503       NaN       NaN       NaN      2015      1581      2449      1581      1519      1240       NaN       NaN       NaN     12493       NaN       NaN       NaN       NaN     11005     10044       NaN       NaN     11439      9889
  ARS413.5      5084      3069      3720      3720      4898      2201      1302      1767      4526      4247      4526      6603      9021       279      4526      5456      7812      9765      3255      8060      9920      9455       248      3193      7254      3131      2232      2201      8711      7502      4960      2108      8029       NaN      9982     10137      3038       NaN       NaN       NaN     10137      3038       NaN       NaN       NaN      2015      1581      1364      2325      1643      1550       NaN       NaN       NaN     12493       NaN       NaN       NaN       NaN     11005     10044       NaN       NaN     11439      9889
    ARS414      7564      5487      3596      2759      5394      6355      2263      2511      5239      3534      5208      5053      7750      5735      5394      4960      6944      7440      7192      7254      8928      7750      1209      3100      6882       961      1054      2356      8029      7037      3534      2883      7099      9083      8277     11625      3100     17236     15624     18755     11625      3100     17236     15624     18755      1643      1519      2232      1395      1364      2201       NaN       NaN       NaN     16244       NaN       NaN       NaN       NaN     13299      9052       NaN       NaN     13330      9021
    ARS415       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     13516       NaN     22754     12431     18166     13516       NaN     22754     12431     18166       NaN       NaN       NaN       NaN       NaN       NaN     19499       NaN       NaN     15128       NaN       NaN     21824     13175     12834      9765       NaN     22754     17143     10509
    ARS416      6417      5642      3875      3255      2511      2945      2821      2697      5301      3224      5487      5580      1860      2976      2170      2883      8060      9889      8587      8122     10664      9517      1302      2945      7037      1023      1457      2759      9083      7533      4960      3689      8060       NaN     10757     11191      3751     17794     15562       NaN     11191      3751     17794     15562       NaN      1457      1798      2883      1085      1488      2697     17701       NaN       NaN     14694       NaN     17763     19034     15903     15159     11005       NaN     15996     11594      8959
    ARS417      9517      6417      3131      2511      7688      8308      2046      2170      4154      3906      5611      5890      9920      5890      4340      5487      7006      8959      8773      7099     10044      8897      1240      3038      6913      1209      1209      2201      8618      7161      3100      2635      7347       NaN     10292     10757      2976       NaN       NaN       NaN     10757      2976       NaN       NaN       NaN      1519      1457      2077      1209      1271      2015       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     15035       NaN       NaN       NaN     14105
  ARS417.5      5084      6696      4154      3379      8866      7998      1891      2263      5859      5425      5952      6262     10261      7719      6076      5921      8494     10075      9796      9331     10664     10354      1426      3751      6727      1178      1302      2139     10137      8122      3751      3038      8804       NaN     11315     11563      3224       NaN       NaN       NaN     11563      3224       NaN       NaN       NaN      1085      1054      1767       961      1519      1984       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     14074     12121       NaN       NaN     12989     12090
    ARS418      7347      5952      5084      2418      6045      5828      4526      2077      5270      3131      5394      5487      5921      5487      5115      5084      7347      8928      6541      7285      9703      8463      1302      2976      6820      1116      1860      3627      8897      7068      5053      3689      6851       NaN     10509       NaN      4340       NaN       NaN       NaN       NaN      4340       NaN       NaN       NaN      1426      2790      4340      1240      2201      3379       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     18662     13485     11222      8370
    ARS419       NaN       NaN      2914      2573       899       NaN      2046      2201       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1333       NaN       NaN      1240      1085       NaN       NaN       NaN       NaN      2914       NaN       NaN       NaN       NaN      3038       NaN       NaN       NaN       NaN      3038       NaN       NaN       NaN      1364      1209      2046      1395      1333       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS420      8184      6820      2263      2015      4526      9207      1674      1612      3131      3689      2232      3162      9641      5859      2883      4588      7130       NaN      8804      7285       NaN       NaN      1302      3968      7285       992       837      1364      9083      7998      1984      1953      6975       NaN      6913       NaN      1922      6293       NaN       NaN       NaN      1922      6293       NaN       NaN      1085      1116      1240      1085       930      1271       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS421       NaN      2821       NaN      2139       NaN      4712      1333      1767       899      3379       775      3379       NaN      5673       NaN      3162      3410      1333      5952      6324      6107      5952       NaN       NaN       NaN       868       899      1705       NaN      6789      1612      2542       558       NaN       NaN       NaN      2294       NaN       NaN       NaN       NaN      2294       NaN       NaN       NaN       NaN       713      1178      1395      1085      1550       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2883      7471
    ARS422      3162      4743      2263      2294      2759      7316      1612      1829      3937      3472      3348      3751      7905      4588      2883      4092      5084      6603      7099      6138      7843      7223      1581      4619      8370      1085       868      1860     11594      7967      2387      2511      8525     21824      8091     12307      2635     15562      9610     14322     12307      2635     15562      9610     14322      2108       899      1364      1271       930      1767     16554       NaN       NaN     13640     26753     18786     25637     13981     10571      7905     14043     16368      6293      7843
  ARS422.5      3162      4743      2170      2294      2759      7316      1953      2108      3937      3472      3348      3751      7905      4588      2883      4092      5084      6603      7099      6138      7843      7223      2480      4619      8370      1519      1798      2201     11594      7967      2945      3379      8525     21824      8091     12307      3007     15562      9610     14322     12307      3007     15562      9610     14322      1953      1457      1643      1271      1736      2263     16554       NaN       NaN     13640     26753     18786     25637     13981     10571      7905     14043     16368      6293      7843
    ARS423       NaN       NaN      2046      1798      2263       NaN      1302      1736       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2232       NaN       NaN       992       837      1736       NaN       NaN      1922      2108       NaN       NaN       NaN       NaN      2108       NaN       NaN       NaN       NaN      2108       NaN       NaN       NaN       NaN       806      1209      1426      1116      1643       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS425       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1209       NaN       NaN       961      1085      2759       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       837      1178      2511       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS426.5       NaN       NaN       NaN       NaN       NaN       NaN       NaN       527       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS427.5       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS428       NaN      6634      4495      3441       NaN      7657      4185      3596      6231      3782      6045      5642       NaN      6541      5549      4836       NaN       NaN       NaN      7936       NaN       NaN      1643      3813       NaN      1426      2170      3968       NaN       NaN      5177      4340       NaN       NaN       NaN       NaN      4867       NaN       NaN       NaN       NaN      4867       NaN       NaN       NaN      2263      3751      4929      1922      2666      3875       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS429       NaN       NaN      2356      1953       NaN       NaN      1736      1612       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1860      3224       NaN      1302       775      1116       NaN       NaN      2635      2201       NaN       NaN       NaN       NaN      2263       NaN       NaN       NaN       NaN      2263       NaN       NaN       NaN      1457       713       899      1395       744       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS429.5       NaN       NaN      2356      1953       NaN       NaN      1023      2046       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1860      3224       NaN      1302       775      1116       NaN       NaN      2635      2201       NaN       NaN       NaN       NaN      2263       NaN       NaN       NaN       NaN      2263       NaN       NaN       NaN      1457       713       899      1395       744       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS430      3968      3224      3751      3100      3007      3255      2976      2790      5146      3751      4557      4836      6045      4836      4929      4619      6386      6603      6634      7905      7006      8370      1395      3317      3534      1085      1116      2573      8587      6107      3937      3317      6107       NaN      9362     10013      3379       NaN     11749       NaN     10013      3379       NaN     11749       NaN      1643      1519      2573      1364      1271      2015       NaN       NaN       NaN     13547       NaN       NaN       NaN     12307     10695      9052       NaN       NaN     11005      9052
  ARS430.5      3968      4247      2170      1922      3007      1860      1643      1860      5146      2015      4557      2914      6045      4836      4929      1953      6386      6603      6634      1054      7006      8370      3038      3317      3534      4526       899      1457      8587      6107      2108      2015      6107       NaN      9362     10013      2046       NaN     11749       NaN     10013      2046       NaN     11749       NaN      1643       930      1302      1891      1085      1519       NaN       NaN       NaN     13547       NaN       NaN       NaN     12307     10695      9052       NaN       NaN     11005      9052
    ARS431      8928      3503      2449      2170      1984      4681      1550      1767      3348      3162      3007      3844      4619      3937      4216      3286      5952      6200      5890      7161      8897      6169      1271      3627      7967       992       961      1829     10726      8308      2728      2449      8463     24397     11098     11191      2263      8556     12431     14632     11191      2263      8556     12431     14632      1240      1178      1581      1488      1240      1736     19747       NaN       NaN     15717       NaN     22072     19933     14911     11625      9982       NaN     18166      8680      8308
  ARS431.5      8928      3503      2449      2201      1984      4681      1023      1767      3348      3720      3007      6541      4619      5735      4216      4960      5952      6200      9207      8215      8897      6479      1271      3627      7967      1054       992      1705     10726      8308      2728      2170      8463     24397     11098     11191      1984      8556     13857     13981     11191      1984      8556     13857     13981      1240      1178       806      2015      1519      1736     19747       NaN       NaN     15717       NaN     22072     19933     14911     11625      8494       NaN     18166      8680      8525
  ARS431.7      8928      2046      4340      2325      1984       496      1674      2170      3069      1736      1116      3844      4619      3348      4216      4805      9672      2077      6820      4371      8897      3937      1023      3968        93       992      1178      2139      3968      5673      5580      4216      8463     24397     11098     11191      3162      8556     12431     14632     11191      3162      8556     12431     14632      1643      1178       775      1488      1240      1736     19747       NaN       NaN     15717       NaN     22072     19933     14911     11625      9982       NaN     18166      8680      8308
    ARS432       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS432.5       NaN       NaN       NaN      3255       NaN       NaN      3255      2790       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1488       NaN       NaN      1209      1674      2759       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1612      1891       NaN      1178      1643      2728       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS433       NaN       NaN      1271      1519       NaN       NaN      1240      1395       NaN      2294       NaN      2604       NaN      1891       NaN      2170       930       NaN       NaN       NaN      1147       NaN       NaN       NaN       NaN      1054       744      1209       NaN       NaN      1767      1922       NaN       NaN       NaN       NaN      1891       NaN      3906       NaN       NaN      1891       NaN      3906       NaN       NaN       651      1054       899       868      1085       NaN       NaN       NaN      1643       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2294       NaN
    ARS434      4433      5084      2480      1984      1798      5611      1395      1736      4340      3348      3410      4681     12462      3906        93      4030      5022      8401      6014      5704     10974      6479      1519      3472      7316      1240       837      1674     15686      7936      1984      2170      8742      1240     10385     13454      2201     14136      6603      9114     13454      2201     14136      6603      9114      4123       837      1333      1333       930      1612       NaN       NaN       NaN       NaN       NaN       NaN      4681       NaN     12059      7874       NaN       NaN      5115      6014
